IDCliente,Genero,TerceraEdad,Casado,Dependientes,Meses,Telefono,LineasMultiples,Internet,Seguridad,BackUp,Proteccion,Soporte,StreamingTV,Peliculas,TipoContrato,FacturaElectronica,MetodoPago,UltimoCargo,TotalHistorico,Abandono
5312-UXESG,0,1,0,0,41,1,1,2,0,0,1,0,1,1,0,0,1,98.1,3990.6,0
9488-HGMJH,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,71.2,71.2,1
6038-GCYEC,0,1,0,0,24,0,0,1,0,1,1,0,1,1,0,1,2,54.2,1240.3,1
2150-WLKUW,0,1,1,0,40,1,1,1,0,1,0,0,1,0,1,0,1,63.9,2635,0
7159-FVYPK,0,1,1,1,3,1,1,1,0,1,1,0,1,0,0,1,1,69.2,235,0
7032-LMBHI,0,1,0,0,37,1,1,1,1,0,0,0,1,0,1,0,1,64.7,2347.9,0
1150-WFARN,0,1,1,1,67,1,1,2,1,0,1,1,1,1,2,1,2,108.8,7156.2,1
6088-BXMRG,0,1,1,1,32,1,1,2,0,1,0,0,1,1,0,1,3,98.9,3089.6,0
3144-AUDBS,0,1,1,0,6,1,0,1,0,0,0,1,0,0,0,1,3,49.2,270.8,1
4821-SJHJV,0,1,1,1,32,1,1,2,1,0,0,0,1,0,0,0,3,89.6,2901.8,0
7346-MEDWM,0,1,0,0,59,1,1,2,0,1,1,0,0,0,0,1,3,83.3,4949.1,0
1137-DGOWI,0,1,1,0,30,1,0,1,0,1,1,1,0,1,1,0,1,70.3,2198.9,0
5616-PRTNT,1,1,0,1,20,1,0,0,0,0,0,0,0,0,0,1,3,19.4,374.5,1
3812-LRZIR,0,1,1,1,27,1,1,0,0,0,0,0,0,0,2,0,3,24.5,762,0
4818-QIUFN,0,0,0,0,20,1,1,2,1,0,0,0,0,0,0,1,3,79.2,1520.9,1
9483-GCPWE,1,1,0,1,9,1,0,0,0,0,0,0,0,0,1,0,4,20.1,190.3,0
4227-OJHAL,0,1,1,1,68,1,1,1,1,1,1,0,1,0,1,1,2,73,5163,0
9220-CXRSC,0,1,1,1,69,1,1,1,1,0,0,1,0,0,2,0,2,61.4,4059.9,0
4993-JCRGJ,1,1,0,0,26,1,1,2,0,0,1,1,0,0,0,1,4,84.3,2281.6,0
9537-JALFH,1,1,1,1,69,1,0,0,0,0,0,0,0,0,2,0,1,19.9,1356.7,0
6698-OXETB,1,1,0,0,11,1,0,0,0,0,0,0,0,0,2,0,4,20.4,231.5,0
2103-ZRXFN,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,50.8,50.8,0
3724-BSCVH,1,1,1,1,10,1,0,0,0,0,0,0,0,0,1,0,4,20.5,242.4,0
4877-TSOFF,0,1,1,1,55,1,1,1,1,1,0,1,0,1,1,1,1,75.8,4264.3,0
9209-NWPGU,1,1,0,0,44,1,0,1,1,0,0,1,1,0,1,0,3,65.4,2774.6,0
6961-VCPMC,1,0,1,0,46,1,0,2,0,0,0,0,0,1,0,1,3,80.4,3605.2,1
7306-YDSOI,1,1,1,1,69,1,0,1,1,1,1,0,0,0,2,1,1,59.8,4069.9,0
5288-AHOUP,1,0,0,0,11,1,0,2,0,0,0,0,0,1,0,1,3,78.5,874.2,0
6688-UZPWD,0,1,1,0,11,1,1,2,0,1,0,0,1,1,0,1,3,102,1145.4,1
0655-YDGFJ,1,1,0,0,29,1,0,1,0,0,1,0,0,0,0,0,1,49,1323.7,0
8468-EHYJA,0,1,1,0,57,1,1,2,1,0,0,0,1,1,0,1,3,99.7,5497.1,0
6823-SIDFQ,1,1,0,0,28,1,0,0,0,0,0,0,0,0,1,0,2,18.3,534.7,0
1097-FSPVW,0,1,0,0,42,1,0,1,1,0,1,0,0,0,0,0,2,54.6,2455.1,0
2839-RFSQE,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,20.7,38.7,1
8328-SKJNO,1,1,0,1,23,0,0,1,1,1,0,1,0,0,1,0,1,40.7,947.4,0
7010-ZMVBF,0,1,1,1,18,1,0,0,0,0,0,0,0,0,0,0,4,20.5,357,0
5201-CBWYG,1,1,1,1,62,1,1,0,0,0,0,0,0,0,1,0,1,24.8,1476.3,0
0968-GSIKN,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,4,70.8,70.8,1
1965-DDBWU,1,1,0,0,16,1,1,2,0,0,0,1,0,1,0,1,2,89.1,1448.6,1
9057-SIHCH,0,1,0,0,3,1,1,2,0,0,0,0,1,1,0,1,3,96.6,291.9,1
6352-GIGGQ,1,1,0,0,67,1,1,1,1,1,1,1,1,1,1,1,1,88.8,5903.2,0
3635-QQRQD,1,1,0,0,62,1,0,0,0,0,0,0,0,0,2,1,2,20.1,1201.7,0
6771-XWBDM,0,1,1,0,57,1,1,2,0,1,1,0,1,1,0,1,2,104.5,5921.4,1
2897-DOVND,1,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,3,69.8,146.7,0
3082-YVEKW,0,1,1,1,23,1,1,1,1,0,1,1,1,0,2,1,1,77.2,1759.4,0
0191-EQUUH,0,1,0,1,25,0,0,1,1,0,0,1,0,0,2,0,1,35.1,844.5,0
7134-HBPBS,0,0,0,0,72,1,1,2,0,1,1,1,1,1,2,1,1,108.1,7774.1,0
3489-HHPFY,0,1,1,0,2,1,1,2,0,0,0,0,1,0,0,1,3,84.1,134.1,0
2926-JEJJC,0,1,0,0,8,1,0,0,0,0,0,0,0,0,1,1,1,20.2,141,0
8601-QACRS,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,1,4,50.6,250,1
4950-BDEUX,1,1,0,0,35,0,0,1,0,0,1,0,1,1,0,0,3,49.2,1701.7,0
5789-LDFXO,1,1,0,0,24,1,1,0,0,0,0,0,0,0,1,0,3,24.6,592.7,0
0508-OOLTO,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,3,71.7,135.8,0
2984-TBYKU,1,1,1,1,72,1,1,2,1,1,1,1,0,1,2,1,2,104.9,7732.7,0
9822-WMWVG,0,1,0,0,41,1,1,2,1,1,1,1,1,0,0,1,3,106.5,4282.4,0
2391-SOORI,1,1,0,1,4,1,0,1,1,0,0,0,0,0,0,0,3,49.4,219.7,1
9040-KZVWO,1,1,0,0,26,1,0,2,0,1,0,0,0,0,1,0,1,75.5,2018.1,0
2645-QTLMB,1,1,0,0,7,1,0,2,0,1,0,0,1,1,0,1,3,94.3,669,1
4806-HIPDW,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,3,69,69,1
1548-ARAGG,0,1,1,1,4,1,1,1,0,1,0,1,0,0,0,1,4,58.5,224.9,0
6339-RZCBJ,1,1,0,0,48,1,0,1,0,1,1,1,1,1,2,0,2,78.9,3771.5,0
4424-TKOPW,1,0,0,0,2,1,1,2,0,0,0,0,1,1,0,1,3,93.9,196.8,1
4415-WNGVR,0,0,1,0,12,1,0,1,1,0,1,1,1,1,1,1,3,79.2,943.9,0
2522-AHJXR,1,1,1,0,60,1,1,2,1,0,1,1,1,1,0,1,1,109.5,6572.9,0
0412-UCCNP,1,1,0,0,55,1,0,1,1,0,1,1,0,0,2,1,3,59.2,3175.9,0
1816-FLZDK,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,29.2,29.2,0
7096-UCLNH,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20.1,20.1,0
8443-ZRDBZ,1,1,0,0,4,1,1,2,0,0,0,0,0,0,0,1,3,76.1,318.9,1
9136-ALYBR,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,24.5,24.5,1
4615-PIVVU,0,1,0,0,42,1,0,1,0,0,1,1,0,1,2,0,2,66.5,2762.8,0
8885-QSQBX,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,49.6,49.6,0
7479-NITWS,1,1,0,0,7,1,1,2,0,0,1,0,1,0,0,1,2,89.4,631.9,1
8617-ENBDS,1,1,0,0,3,1,0,2,0,0,1,0,0,0,0,1,2,73.6,232.5,0
9385-NXKDA,0,1,1,0,72,1,1,1,1,1,1,0,1,1,2,1,2,82.7,5919.4,0
0430-IHCDJ,1,1,0,0,15,1,1,1,0,0,0,0,0,0,0,1,3,49,749.3,0
2959-MJHIC,1,1,1,0,4,1,0,2,0,0,0,0,1,0,0,1,3,80.4,307.4,1
6674-KVJHG,0,1,0,0,11,1,1,0,0,0,0,0,0,0,1,0,3,25.2,245.2,0
1814-DKOLC,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,4,25.5,134.8,0
4201-JMNGR,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,3,55.8,55.8,1
9351-HXDMR,1,1,1,0,72,1,1,2,1,0,1,1,1,1,2,1,2,110.9,8240.9,0
3537-HPKQT,0,1,1,0,55,1,1,2,0,1,0,0,0,0,0,1,2,77.8,4266.4,0
2129-ALKBS,0,1,1,1,40,1,1,0,0,0,0,0,0,0,0,1,3,26.2,1077.5,0
5821-MMEIL,0,1,1,0,57,1,0,0,0,0,0,0,0,0,2,0,1,19.9,1115.6,0
5960-WPXQM,1,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,3,79.1,79.1,1
0684-AOSIH,1,1,1,0,1,1,0,2,1,0,0,0,1,1,0,1,3,95,95,1
8260-NGFNY,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,25.2,25.2,1
1309-XGFSN,1,0,1,1,52,1,1,1,0,1,1,0,1,1,1,1,3,80.9,4079.6,0
1866-RZZQS,1,0,0,0,41,1,1,2,0,0,1,0,1,1,0,1,3,98.4,4187.8,1
6968-URWQU,1,1,1,0,43,1,0,1,0,0,0,0,1,0,1,1,4,56.4,2391.2,0
4742-TXUEX,0,1,1,1,47,1,0,0,0,0,0,0,0,0,2,0,1,19.3,890.5,0
9631-XEYKE,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50.4,137.3,0
8631-NBHFZ,1,0,1,1,66,1,1,1,1,1,1,1,1,0,2,0,2,79.4,5154.6,1
1335-MXCSE,1,1,1,1,55,1,0,1,0,0,1,1,0,0,2,1,2,55.3,3119.9,0
8873-TMKGR,1,1,0,0,29,1,0,0,0,0,0,0,0,0,1,0,4,19.1,529.5,0
8800-JOOCF,0,1,0,1,12,1,1,2,0,0,0,0,1,0,0,1,3,84.1,966.6,0
1469-LBJQJ,0,1,1,0,66,1,1,2,0,1,1,0,1,1,0,1,3,105.2,6936.9,0
4958-XCBDQ,1,0,0,0,35,1,1,2,0,0,1,0,1,1,0,1,3,101.4,3496.3,1
8337-UPOAQ,1,0,1,0,10,1,1,2,0,0,1,0,0,1,0,1,3,89.8,914.3,1
0064-YIJGF,1,1,1,1,27,1,1,2,0,0,0,0,0,0,0,1,1,75.8,1929,0
2386-OWURY,0,1,0,0,58,1,0,2,0,0,0,1,1,1,0,1,3,95.3,5817.7,0
1725-IQNIY,1,1,1,0,54,1,0,2,1,1,1,1,1,1,2,0,1,109.8,6110.2,1
0310-VQXAM,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,4,19.9,178.8,0
6598-RFFVI,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,19.3,28.3,1
3453-RTHJQ,1,1,0,0,6,1,0,2,0,0,0,0,0,0,0,1,3,69.1,435,0
6712-OAWRH,0,0,0,0,26,1,0,2,0,0,0,0,1,1,0,1,3,91.3,2351.8,1
6278-FEPBZ,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,4,20.3,186.2,0
4280-DLSHD,1,1,1,0,8,1,0,1,0,1,1,0,0,0,0,1,4,54.8,445.9,0
1508-DFXCU,1,1,0,0,12,1,0,2,0,0,0,0,1,0,0,1,3,81.5,912,0
8614-VGMMV,0,1,0,0,15,1,1,1,0,0,0,0,0,0,0,1,3,49.1,679.6,1
7868-BGSZA,1,1,1,0,43,1,1,1,1,0,1,0,1,1,1,1,3,80.2,3581.6,0
2800-QQUSO,1,1,0,0,42,1,1,2,0,0,0,1,1,1,0,1,3,100.3,4223,0
2930-UOTMB,0,1,0,0,31,1,1,1,1,0,1,1,0,0,0,0,2,65.3,1994.3,1
7973-DZRKH,0,1,0,1,66,1,1,2,1,0,1,1,0,0,2,1,2,91,5930.1,0
5914-DVBWJ,0,0,0,0,18,1,1,2,0,1,0,1,0,0,0,1,3,85.5,1505.9,1
7698-YFGEZ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20,20,0
2533-QVMSK,1,1,1,0,61,1,1,2,0,1,0,1,1,0,2,1,3,94.1,5638.3,1
9773-PEQBZ,1,1,0,0,10,1,1,2,0,1,0,0,0,0,0,0,3,79.9,797.3,0
8644-XLFBW,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,71.7,71.7,1
0650-BWOZN,0,0,0,0,18,1,0,2,0,1,0,0,0,0,0,1,3,73.6,1359.5,0
8625-AZYZY,1,1,1,0,24,1,1,2,0,1,1,0,1,1,0,1,3,104.7,2542.5,1
7785-RDVIG,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,4,19.3,54.7,0
9602-WCXPI,1,1,0,0,50,1,0,0,0,0,0,0,0,0,1,0,2,20.2,989.1,0
2903-YYTBW,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,44.6,44.6,0
3620-MWJNE,1,1,0,0,2,1,0,1,1,0,0,1,0,0,0,1,4,54.5,87.3,0
8573-JGCZW,1,1,0,0,17,1,0,0,0,0,0,0,0,0,1,1,1,19.7,351.6,0
6837-HAEVO,1,1,1,1,69,1,1,2,0,1,1,0,1,1,2,1,3,105,7297.8,0
6701-YVNQG,1,1,1,0,72,1,1,1,1,1,1,1,1,1,2,1,2,88.7,6301.7,0
9306-CPCBC,0,1,0,0,3,1,1,2,0,0,0,0,0,0,0,1,3,74.3,210.3,1
4304-XUMGI,1,0,1,1,50,1,1,1,1,1,1,0,0,1,2,1,1,75.2,3822.5,0
9504-YAZWB,0,1,0,0,53,1,0,0,0,0,0,0,0,0,2,0,4,20.3,1048.5,0
8819-ZBYNA,0,1,1,0,58,1,1,2,1,1,0,1,1,1,2,1,2,109.1,6393.7,0
6174-NRBTZ,1,1,0,0,46,0,0,1,1,0,0,0,0,0,1,1,1,30.8,1489.3,0
9481-IEBZY,1,0,1,0,72,1,1,2,1,1,1,1,1,1,0,1,2,112.9,8061.5,0
1833-VGRUM,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,74.2,74.2,1
6137-NICCO,0,1,1,1,6,1,1,2,0,1,1,0,1,0,0,1,4,94.1,518.8,0
9065-ZCPQX,1,1,1,0,72,1,1,1,1,1,1,1,0,1,2,0,1,78.9,5763.2,0
6402-EJMWF,1,1,0,0,4,1,0,1,0,0,0,0,0,1,0,1,4,55.3,238.5,0
3620-EHIMZ,0,1,1,1,52,1,0,0,0,0,0,0,0,0,2,0,4,19.4,1031.7,0
3213-VVOLG,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,4,25.4,25.4,0
6870-ECSHE,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,4,20.5,34.8,0
8747-UDCOI,0,1,1,0,65,1,0,0,0,0,0,0,0,0,2,0,1,19.4,1320,0
8374-XGEJJ,1,0,1,0,43,1,1,2,0,1,0,0,1,1,0,1,3,101,4388.4,1
2656-TABEH,1,1,1,0,4,1,1,2,0,1,0,0,1,1,0,1,3,100.2,420.2,1
6946-LMSQS,1,0,1,0,25,1,1,2,1,0,0,0,0,1,1,1,3,89.1,2177.5,1
4626-OZDTJ,0,1,1,0,51,1,1,1,0,1,0,1,1,1,1,1,2,78.7,3950.9,0
9169-BSVIN,1,1,0,0,12,1,1,1,0,0,1,0,1,1,0,0,1,74.8,827.1,0
2325-ZUSFD,0,1,1,1,57,1,0,1,1,0,0,0,1,1,1,1,1,70.1,3913.3,1
8194-PEEBY,0,1,1,1,24,1,0,0,0,0,0,0,0,0,1,0,4,19.9,533.5,0
6872-HXFNF,0,1,1,0,64,1,1,1,0,0,1,1,0,0,1,0,1,58.4,3756.5,0
3932-CMDTD,0,1,0,0,4,1,0,2,0,1,1,1,1,1,1,1,3,105.7,443.9,1
7714-YXSMB,0,1,0,0,26,1,1,2,0,0,1,0,1,1,0,1,1,100.5,2600,0
8387-UGUSU,0,1,1,1,15,1,0,0,0,0,0,0,0,0,0,0,4,20.1,284.3,0
1080-BWSYE,1,0,1,0,64,1,1,0,0,0,0,0,0,0,2,0,2,25.7,1740.8,0
4039-HEUNW,1,0,1,0,36,1,1,2,0,1,0,0,1,1,0,1,3,96.5,3436.1,1
1194-HVAIF,0,1,1,0,27,1,1,2,0,0,0,0,1,1,0,0,2,95,2462.6,0
0812-WUPTB,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,4,70.9,70.9,1
3594-UVONA,0,1,0,0,35,1,1,1,1,0,1,1,1,1,1,1,2,86,3110.1,1
0004-TLHLJ,1,1,0,0,4,1,0,2,0,0,1,0,0,0,0,1,3,73.9,280.9,1
1767-TGTKO,0,1,1,1,8,1,0,1,0,0,0,0,0,0,0,1,3,45.5,411.8,0
8439-LTUGF,1,1,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,20,198.6,0
8805-JNRAZ,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,4,49.2,103.7,0
5089-IFSDP,0,1,1,0,58,1,1,2,1,1,1,0,1,1,2,1,1,109.5,6144.6,1
6418-HNFED,1,1,1,0,51,1,0,1,1,1,1,1,1,1,2,1,2,83.3,4089.5,0
0206-OYVOC,0,1,1,1,46,1,0,0,0,0,0,0,0,0,2,1,4,19.3,864.2,0
7291-CDTMJ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,19.7,19.7,0
7128-GGCNO,1,1,0,0,46,1,1,2,0,0,0,0,0,0,0,0,1,72.8,3249.4,0
0237-YFUTL,0,1,1,0,50,1,1,2,1,1,0,1,1,1,0,1,1,109.7,5405.8,0
7691-KGKGP,1,1,1,1,53,1,0,1,0,1,0,1,1,0,0,0,2,65,3363.8,0
6710-HSJRD,1,1,1,0,61,1,1,2,0,1,1,1,1,1,0,1,3,114.1,7132.2,0
3675-EQOZA,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,20.7,93.6,0
0840-DCNZE,1,1,0,0,47,1,0,1,1,1,1,1,1,1,1,1,1,87,4138.9,0
1732-FEKLD,0,1,0,0,54,1,1,2,0,1,1,0,1,0,1,1,1,94.8,5121.8,0
9862-KJTYK,1,1,0,1,19,0,0,1,0,0,0,0,0,0,0,1,2,25.4,566.1,0
0479-HMSWA,0,1,0,1,26,1,0,2,0,1,1,1,1,1,2,1,3,105.5,2715.3,0
5854-KSRBJ,1,1,1,1,70,1,1,0,0,0,0,0,0,0,2,0,4,25.4,1782.1,0
0365-BZUWY,1,1,1,0,17,1,1,2,0,1,1,0,1,1,0,1,3,102.6,1742.5,0
4817-VYYWS,0,1,0,0,30,1,1,2,0,1,0,0,1,1,0,1,3,100.2,2983.8,1
5701-SVCWR,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,24,24,0
3129-AAQOU,0,1,1,1,19,1,1,0,0,0,0,0,0,0,2,0,4,25.6,485.9,0
4922-CVPDX,0,1,1,0,26,1,0,1,0,1,1,0,1,1,2,1,2,73.5,1905.7,0
1396-QWFBJ,0,1,1,1,21,1,0,2,0,1,0,0,0,0,0,1,1,74.1,1565.7,1
1357-BIJKI,1,1,1,0,50,1,1,2,0,1,0,0,1,1,1,1,3,98.3,4858.7,0
1099-BTKWT,0,1,1,0,68,0,0,1,1,0,1,0,1,1,1,1,3,54.4,3723.7,0
5299-SJCZT,1,1,0,0,3,1,1,2,0,0,1,0,1,1,0,1,1,101.6,298.4,1
2018-PZKMU,1,1,1,1,9,1,0,2,0,0,1,1,1,1,0,0,3,103.1,970.5,0
7340-KEFQE,0,1,1,1,51,0,0,1,1,0,0,1,0,0,2,0,1,34.2,1782,0
4570-QHXHL,0,1,0,0,9,1,0,1,0,0,0,0,0,0,0,1,3,43.8,405.7,0
2403-BCASL,1,0,1,1,41,1,1,2,0,1,1,1,1,1,1,1,3,112,4534.9,1
7392-YYPYJ,1,1,0,0,22,1,1,2,0,1,0,0,1,1,0,1,3,100.7,2416,0
2898-LSJGD,0,1,1,1,21,0,0,1,1,0,1,0,1,1,1,1,3,56,1157.1,1
2223-GDSHL,1,1,1,1,71,1,1,2,1,1,1,1,1,1,2,1,1,116.1,8297.5,0
7359-PTSXY,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,45.8,45.8,1
9470-RTWDV,1,1,1,1,26,1,1,1,0,0,1,1,1,1,1,1,2,82,2083.1,0
2176-OSJUV,1,1,1,0,71,1,1,1,1,1,0,1,0,0,2,0,1,65.2,4681.8,0
9348-YVOMK,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,44.8,176.2,0
8104-OSKWT,0,1,0,0,12,1,1,2,1,0,0,0,0,0,0,1,3,79.8,1001.2,0
4521-YEEHE,0,1,1,0,18,1,1,2,0,0,0,1,1,0,0,1,3,88.9,1594.8,0
4090-KPJIP,0,1,0,0,3,1,1,2,0,0,0,0,0,0,0,1,3,75,212.4,0
3786-WOVKF,0,0,1,0,72,1,1,2,1,1,0,0,1,1,1,1,1,106.9,7677.4,0
4503-BDXBD,1,1,0,0,11,1,0,2,0,1,0,0,0,0,0,0,3,75,815.5,1
6086-ESGRL,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2,80.2,80.2,1
2592-HODOV,1,1,0,0,13,1,0,0,0,0,0,0,0,0,1,0,2,19.3,259.7,0
3886-CERTZ,0,1,1,0,72,1,1,2,0,1,1,1,1,1,1,1,3,109.3,8109.8,1
7995-ZHHNZ,1,1,1,0,42,1,1,1,1,0,0,0,0,0,1,0,2,56.1,2386.9,0
3824-RHKVR,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,2,19.7,340.4,0
5816-SCGFC,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,1,4,51.3,419.4,0
5989-AXPUC,0,1,1,0,68,1,1,2,1,1,1,1,1,1,2,0,4,118.6,7990.1,0
4979-HPRFL,1,1,1,1,56,1,1,0,0,0,0,0,0,0,2,0,1,24.2,1402.3,0
8590-OHDIW,0,1,1,1,38,1,0,0,0,0,0,0,0,0,1,0,4,20.3,749.4,0
8015-IHCGW,0,1,1,1,72,1,1,2,1,1,1,1,1,1,2,1,3,115.5,8425.2,0
2332-TODQS,0,1,0,0,48,1,1,0,0,0,0,0,0,0,1,0,2,25.1,1171.5,0
9278-VZKCD,0,0,1,0,52,1,1,2,1,1,1,0,1,1,0,1,3,109.1,5648,0
8008-OTEZX,0,1,1,1,35,1,0,0,0,0,0,0,0,0,1,0,4,19.7,708.8,0
2773-OVBPK,1,1,1,0,67,1,1,2,0,1,1,1,1,1,2,1,1,111.3,7567.2,0
5999-LCXAO,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,29.9,29.9,0
5206-XZZQI,1,1,0,0,53,1,0,2,0,1,0,1,0,0,0,1,4,80.6,4348.1,0
4803-LBYPN,1,1,1,1,34,1,0,0,0,0,0,0,0,0,0,0,4,20.8,635.9,0
5759-RCVCB,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,35.2,109,1
6372-RFVNS,0,1,1,0,1,1,0,2,0,0,0,0,1,0,0,0,3,78.8,78.8,1
2139-FQHLM,1,1,0,0,19,1,0,2,0,0,1,1,1,0,0,0,4,90,1682.4,0
8261-GWDBQ,0,0,1,0,60,1,1,2,1,1,1,1,1,1,2,1,1,116.1,6925.9,0
1093-YSWCA,1,1,0,0,11,1,0,0,0,0,0,0,0,0,2,0,2,19.6,223.2,0
8938-UMKPI,0,1,0,0,47,1,1,2,0,1,1,0,1,1,0,1,3,106.4,5128,1
0991-BRRFB,1,1,0,0,18,1,0,1,1,0,0,0,0,0,0,0,3,49.4,874.8,1
3882-IYOIJ,0,1,1,1,60,1,1,2,1,1,1,1,1,1,2,0,2,115.3,6758.5,0
8749-TZYEC,1,1,1,0,72,1,1,0,0,0,0,0,0,0,2,0,2,24.8,1874.3,0
1755-FZQEC,1,1,0,0,39,1,0,0,0,0,0,0,0,0,1,0,4,19.9,791.2,0
3115-JPJDD,0,1,1,0,59,1,0,2,1,0,1,0,0,0,1,1,2,81.3,4639.5,0
5600-KTXFM,1,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,4,70,143.9,0
3871-IKPYH,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,69.1,69.1,1
6319-IEJWJ,1,1,1,1,20,1,0,2,0,0,0,0,1,1,0,1,3,90.2,1776.6,1
9025-AOMKI,0,1,0,0,6,1,1,2,0,0,0,0,1,1,0,1,1,93.6,536.4,1
6339-TBELP,1,1,0,0,71,1,1,2,0,0,1,1,0,0,2,1,2,86.4,6172,0
7964-YESJC,0,1,1,0,24,1,1,1,1,1,1,0,0,0,0,0,4,66.3,1559.5,0
6173-GOLSU,1,0,1,0,67,1,1,2,0,0,0,0,1,1,0,1,2,94.7,6079,0
5275-SQEIZ,1,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,4,80.9,80.9,1
7716-YTYHG,0,1,1,1,48,1,1,2,0,0,0,0,0,1,1,1,4,82.1,4030,1
9938-ZREHM,0,1,1,0,37,1,1,1,0,1,0,1,0,1,1,0,4,72.1,2658.4,0
7950-XWOVN,1,1,0,0,11,0,0,1,0,1,1,0,0,0,0,0,4,34.7,383.6,0
4390-KYULV,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,2,20.6,51.2,1
4647-MUZON,0,1,1,0,18,1,0,2,0,0,1,0,1,1,0,1,2,96,1745.5,0
9702-AIUJO,1,1,1,1,50,1,0,1,0,0,0,0,0,0,1,1,1,44.8,2230.9,0
8849-PRIQJ,0,1,1,1,67,1,1,2,1,0,1,1,1,1,1,1,3,109.4,7281.6,0
8851-RAGOV,0,1,1,0,25,1,0,1,1,1,0,1,0,1,0,1,4,71.1,1837.7,0
1304-NECVQ,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,1,3,78.6,149.6,1
5396-IZEPB,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,19.7,180.7,0
1729-VLAZJ,0,1,0,1,10,0,0,1,1,1,0,1,0,0,1,0,4,40.3,411.5,0
8285-ABVLB,0,1,1,0,70,1,0,0,0,0,0,0,0,0,2,0,2,19.9,1328.4,0
0701-TJSEF,1,1,0,0,9,1,0,1,1,0,1,1,0,1,0,1,1,68.3,577,0
5712-VBOXD,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,20.2,68.5,0
6629-LADHQ,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,4,51,123.1,0
8945-GRKHX,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,3,78.7,78.7,1
1559-DTODC,1,1,0,0,19,0,0,1,0,0,0,0,0,0,0,1,1,25.2,468.4,0
4797-MIWUM,1,1,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,20.3,174.7,0
6959-UWKHF,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,42.9,42.9,1
8720-RQSBJ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,44,44,0
4537-CIBHB,0,1,1,1,9,1,0,0,0,0,0,0,0,0,1,0,4,20.3,172.4,0
3815-SLMEF,0,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,4,34.3,139.4,1
5154-VEKBL,0,1,0,0,9,0,0,1,1,0,1,1,1,1,0,0,4,58.5,539.9,1
4324-AHJKS,0,1,0,0,5,1,0,1,1,0,1,0,0,0,0,0,2,55.8,300.4,0
